日期 年/月/日,城市,业务线,PV,UV,报名量,分配量,分配率,拉新量,录入量,带看量,成交量,二手单量,租赁单量,新房单量
总和,合计,合计,272897,210497,28047,11114,0.396,8599,11511,5158,386,55,328,3
2022年7月21日,北京,二手房,274,52,1,1,1,0,1,,,0,0,0
2022年7月21日,太原,二手房,157,39,3,2,0.667,3,11,4,,0,0,0
2022年7月21日,太原,租房,157,39,3,3,1,3,4,2,,0,0,0
2022年7月22日,北京,二手房,862,486,50,33,0.66,25,37,1,,0,0,0
2022年7月22日,北京,新房,862,486,3,2,0.667,0,7,,,0,0,0
2022年7月22日,北京,租房,862,486,27,19,0.704,10,30,14,1,0,1,0
2022年7月22日,常州,二手房,15,8,3,2,0.667,0,1,,,0,0,0
2022年7月22日,成都,租房,18,15,2,1,0.5,1,,,,0,0,0
2022年7月22日,东莞,二手房,60,17,3,0,0,0,,,,0,0,0
2022年7月22日,东莞,租房,60,17,2,1,0.5,1,,,,0,0,0
2022年7月22日,杭州,新房,77,71,1,1,1,0,,,,0,0,0
2022年7月22日,杭州,租房,77,71,2,0,0,0,,2,1,0,1,0
2022年7月22日,呼和浩特,二手房,11,5,2,0,0,0,,,,0,0,0
2022年7月22日,临汾,二手房,21,9,5,2,0.4,0,,,,0,0,0
2022年7月22日,临沂,租房,6,3,2,1,0.5,0,,,,0,0,0
2022年7月22日,南京,二手房,112,77,9,5,0.556,3,3,,,0,0,0
2022年7月22日,南京,新房,112,77,3,1,0.333,1,1,,,0,0,0
2022年7月22日,南京,租房,112,77,12,8,0.667,2,9,1,1,0,1,0
2022年7月22日,青岛,二手房,34,19,9,5,0.556,1,3,1,,0,0,0
2022年7月22日,青岛,租房,34,19,1,0,0,1,,,,0,0,0
2022年7月22日,上海,二手房,112,72,1,1,1,1,,,,0,0,0
2022年7月22日,上海,租房,112,72,1,1,1,0,,,,0,0,0
2022年7月22日,苏州,二手房,261,125,34,7,0.206,1,7,4,1,1,0,0
2022年7月22日,苏州,新房,261,125,1,0,0,0,,,,0,0,0
2022年7月22日,太原,二手房,32,24,1,1,1,0,1,,,0,0,0
2022年7月22日,太原,租房,32,24,2,1,0.5,0,7,,,0,0,0
2022年7月22日,天津,二手房,87,44,7,0,0,1,,,,0,0,0
2022年7月22日,天津,新房,87,44,2,2,1,1,,,,0,0,0
2022年7月22日,无锡,二手房,43,19,1,0,0,0,,,,0,0,0
2022年7月22日,无锡,租房,43,19,1,0,0,0,,,,0,0,0
2022年7月22日,武汉,二手房,18,15,2,1,0.5,2,,,,0,0,0
2022年7月22日,武汉,租房,18,15,1,1,1,1,,,,0,0,0
2022年7月22日,西安咸阳,二手房,54,27,2,1,0.5,1,1,,,0,0,0
2022年7月22日,西安咸阳,租房,54,27,1,1,1,0,,,,0,0,0
2022年7月22日,郑州,二手房,60,10,6,3,0.5,0,,,,0,0,0
2022年7月22日,郑州,租房,60,10,2,0,0,0,,,,0,0,0
2022年7月23日,北京,二手房,529,224,31,13,0.419,3,17,17,,0,0,0
2022年7月23日,北京,新房,529,224,6,3,0.5,1,1,,,0,0,0
2022年7月23日,北京,租房,529,224,18,11,0.611,2,13,8,1,0,1,0
2022年7月23日,成都,二手房,29,23,1,1,1,0,,,,0,0,0
2022年7月23日,东莞,二手房,45,11,5,4,0.8,1,,,,0,0,0
2022年7月23日,杭州,租房,71,64,1,0,0,0,2,7,,0,0,0
2022年7月23日,临汾,二手房,29,15,7,3,0.429,0,,,,0,0,0
2022年7月23日,临沂,二手房,108,55,6,5,0.833,1,,,,0,0,0
2022年7月23日,南京,租房,49,43,5,4,0.8,3,5,2,,0,0,0
2022年7月23日,青岛,二手房,12,11,4,4,1,2,,,,0,0,0
2022年7月23日,上海,二手房,115,80,3,1,0.333,1,1,,,0,0,0
2022年7月23日,苏州,二手房,66,51,4,1,0.25,0,,,1,1,0,0
2022年7月23日,苏州,租房,66,51,1,0,0,1,,,,0,0,0
2022年7月23日,太原,租房,21,21,1,0,0,0,,,,0,0,0
2022年7月23日,天津,二手房,49,21,4,0,0,1,,,,0,0,0
2022年7月23日,无锡,新房,6,5,1,0,0,0,,,,0,0,0
2022年7月23日,郑州,二手房,218,18,2,0,0,0,,,,0,0,0
2022年7月23日,郑州,新房,218,18,2,0,0,0,,,,0,0,0
2022年7月23日,郑州,租房,218,18,10,2,0.2,1,,,,0,0,0
2022年7月24日,北京,二手房,916,582,92,81,0.88,77,74,10,,0,0,0
2022年7月24日,北京,新房,916,582,7,6,0.857,4,8,,,0,0,0
2022年7月24日,北京,租房,916,582,22,16,0.727,6,20,16,,0,0,0
2022年7月24日,东莞,二手房,30,16,1,1,1,1,,,,0,0,0
2022年7月24日,杭州,新房,92,78,1,0,0,0,,,,0,0,0
2022年7月24日,杭州,租房,92,78,1,0,0,0,1,,,0,0,0
2022年7月24日,青岛,二手房,13,6,1,0,0,1,,,,0,0,0
2022年7月24日,上海,租房,128,84,2,0,0,0,,,,0,0,0
2022年7月24日,苏州,二手房,76,39,2,1,0.5,1,,,,0,0,0
2022年7月24日,太原,二手房,189,92,2,1,0.5,0,2,,,0,0,0
2022年7月24日,太原,新房,189,92,3,0,0,0,1,,,0,0,0
2022年7月24日,太原,租房,189,92,29,9,0.31,2,11,4,3,2,1,0
2022年7月24日,天津,二手房,46,29,1,0,0,1,,,,0,0,0
2022年7月24日,武汉,租房,14,9,1,1,1,1,,,,0,0,0
2022年7月24日,郑州,二手房,73,29,2,0,0,2,,,,0,0,0
2022年7月24日,郑州,新房,73,29,2,0,0,1,,,,0,0,0
2022年7月24日,郑州,租房,73,29,4,3,0.75,1,,,,0,0,0
2022年7月25日,北京,二手房,1367,820,122,90,0.738,65,83,,,0,0,0
2022年7月25日,北京,新房,1367,820,6,3,0.5,2,4,,,0,0,0
2022年7月25日,北京,租房,1367,820,24,18,0.75,8,22,9,,0,0,0
2022年7月25日,成都,二手房,82,23,3,1,0.333,1,1,,,0,0,0
2022年7月25日,成都,租房,82,23,4,2,0.5,0,,,,0,0,0
2022年7月25日,东莞,二手房,69,37,7,6,0.857,6,,,,0,0,0
2022年7月25日,东莞,租房,69,37,1,1,1,1,,,,0,0,0
2022年7月25日,杭州,二手房,126,102,3,0,0,0,,,,0,0,0
2022年7月25日,杭州,租房,126,102,1,0,0,0,1,,,0,0,0
2022年7月25日,临沂,二手房,22,7,2,2,1,1,,,,0,0,0
2022年7月25日,南昌,二手房,23,6,1,1,1,0,1,,,0,0,0
2022年7月25日,南京,二手房,77,69,5,4,0.8,3,6,3,,0,0,0
2022年7月25日,南京,新房,77,69,2,2,1,1,3,,,0,0,0
2022年7月25日,南京,租房,77,69,4,4,1,1,3,,,0,0,0
2022年7月25日,青岛,二手房,91,21,11,9,0.818,7,1,1,,0,0,0
2022年7月25日,青岛,租房,91,21,2,2,1,1,,,,0,0,0
2022年7月25日,上海,二手房,144,70,1,1,1,0,,,,0,0,0
2022年7月25日,上海,租房,144,70,2,0,0,0,,,,0,0,0
2022年7月25日,苏州,二手房,79,51,3,3,1,2,2,1,,0,0,0
2022年7月25日,太原,二手房,104,51,3,1,0.333,1,,,1,1,0,0
2022年7月25日,太原,租房,104,51,7,0,0,0,8,6,,0,0,0
2022年7月25日,天津,二手房,119,53,13,4,0.308,2,1,1,,0,0,0
2022年7月25日,天津,租房,119,53,1,0,0,0,,,,0,0,0
2022年7月25日,无锡,二手房,12,7,2,2,1,1,,,,0,0,0
2022年7月25日,无锡,租房,12,7,1,0,0,0,,,,0,0,0
2022年7月25日,郑州,二手房,23,14,1,1,1,1,,,,0,0,0
2022年7月26日,北京,二手房,4227,2789,523,382,0.73,134,340,1,,0,0,0
2022年7月26日,北京,新房,4227,2789,21,18,0.857,7,12,,,0,0,0
2022年7月26日,北京,租房,4227,2789,56,38,0.679,12,37,29,1,0,1,0
2022年7月26日,成都,二手房,85,52,1,1,1,1,,,,0,0,0
2022年7月26日,赤峰,二手房,30,11,1,0,0,0,,,,0,0,0
2022年7月26日,东莞,二手房,204,98,9,9,1,0,,,,0,0,0
2022年7月26日,杭州,二手房,277,191,19,0,0,1,1,2,,0,0,0
2022年7月26日,杭州,租房,277,191,10,0,0,0,13,16,,0,0,0
2022年7月26日,临汾,二手房,79,34,9,5,0.556,6,2,1,,0,0,0
2022年7月26日,临汾,租房,79,34,1,1,1,0,,,,0,0,0
2022年7月26日,临沂,二手房,46,24,5,0,0,0,,,,0,0,0
2022年7月26日,南昌,二手房,59,29,3,2,0.667,0,2,,,0,0,0
2022年7月26日,南京,二手房,47,44,3,3,1,0,3,6,,0,0,0
2022年7月26日,南京,租房,47,44,2,1,0.5,1,2,1,1,0,1,0
2022年7月26日,青岛,二手房,108,38,4,2,0.5,1,,,,0,0,0
2022年7月26日,上海,二手房,206,128,7,6,0.857,1,1,,,0,0,0
2022年7月26日,上海,租房,206,128,5,1,0.2,1,1,,,0,0,0
2022年7月26日,苏州,二手房,112,76,6,4,0.667,5,2,,1,0,0,1
2022年7月26日,苏州,租房,112,76,2,1,0.5,0,,,,0,0,0
2022年7月26日,太原,二手房,259,107,18,8,0.444,2,6,3,,0,0,0
2022年7月26日,太原,租房,259,107,5,0,0,1,1,1,1,0,1,0
2022年7月26日,天津,二手房,245,119,15,5,0.333,2,,,,0,0,0
2022年7月26日,天津,新房,245,119,1,0,0,0,,,,0,0,0
2022年7月26日,天津,租房,245,119,3,1,0.333,1,,,,0,0,0
2022年7月26日,无锡,二手房,33,14,1,0,0,0,,,,0,0,0
2022年7月26日,无锡,租房,33,14,1,1,1,1,,,,0,0,0
2022年7月26日,武汉,二手房,70,36,8,8,1,7,1,,,0,0,0
2022年7月26日,西安咸阳,二手房,26,11,1,1,1,0,1,,,0,0,0
2022年7月26日,郑州,二手房,83,41,6,3,0.5,2,,,,0,0,0
2022年7月26日,郑州,新房,83,41,1,1,1,1,,,,0,0,0
2022年7月27日,北京,二手房,5959,3585,647,533,0.824,317,455,,,0,0,0
2022年7月27日,北京,新房,5959,3585,77,60,0.779,38,47,,,0,0,0
2022年7月27日,北京,租房,5959,3585,89,72,0.809,38,38,2,,0,0,0
2022年7月27日,常州,二手房,27,13,3,2,0.667,1,,,,0,0,0
2022年7月27日,成都,二手房,149,61,6,3,0.5,2,1,,,0,0,0
2022年7月27日,东莞,二手房,499,153,17,14,0.824,8,,,,0,0,0
2022年7月27日,东莞,租房,499,153,1,1,1,1,,,,0,0,0
2022年7月27日,杭州,二手房,203,139,6,0,0,2,1,,,0,0,0
2022年7月27日,杭州,租房,203,139,6,0,0,0,2,6,1,0,1,0
2022年7月27日,临汾,二手房,44,14,1,0,0,0,,,,0,0,0
2022年7月27日,南昌,二手房,102,33,3,1,0.333,2,1,,,0,0,0
2022年7月27日,南京,租房,61,44,2,1,0.5,0,1,1,,0,0,0
2022年7月27日,青岛,二手房,72,25,7,5,0.714,3,,,,0,0,0
2022年7月27日,青岛,租房,72,25,1,1,1,1,,,,0,0,0
2022年7月27日,上海,二手房,157,92,4,3,0.75,0,1,,,0,0,0
2022年7月27日,上海,租房,157,92,2,2,1,0,,,,0,0,0
2022年7月27日,苏州,二手房,117,67,3,2,0.667,0,1,,,0,0,0
2022年7月27日,苏州,新房,117,67,1,1,1,0,,,,0,0,0
2022年7月27日,太原,二手房,99,42,2,2,1,2,,,,0,0,0
2022年7月27日,太原,租房,99,42,2,1,0.5,0,4,3,,0,0,0
2022年7月27日,天津,二手房,189,84,9,6,0.667,5,,,,0,0,0
2022年7月27日,天津,租房,189,84,2,2,1,1,1,,,0,0,0
2022年7月27日,无锡,二手房,22,12,1,1,1,1,,,,0,0,0
2022年7月27日,武汉,二手房,69,23,1,1,1,1,,,,0,0,0
2022年7月27日,武汉,租房,69,23,2,2,1,1,14,8,,0,0,0
2022年7月27日,郑州,二手房,143,51,5,5,1,2,,,,0,0,0
2022年7月27日,郑州,租房,143,51,2,0,0,0,,,,0,0,0
2022年7月28日,北京,二手房,3604,2134,386,329,0.852,208,286,,,0,0,0
2022年7月28日,北京,新房,3604,2134,14,11,0.786,9,8,,,0,0,0
2022年7月28日,北京,租房,3604,2134,46,40,0.87,20,43,21,2,0,2,0
2022年7月28日,常州,二手房,20,5,2,2,1,2,1,8,,0,0,0
2022年7月28日,常州,新房,20,5,1,1,1,1,,,,0,0,0
2022年7月28日,成都,二手房,118,48,4,1,0.25,2,,,,0,0,0
2022年7月28日,赤峰,二手房,7,2,1,1,1,1,,,,0,0,0
2022年7月28日,东莞,二手房,120,58,4,4,1,2,,,,0,0,0
2022年7月28日,杭州,二手房,157,117,4,0,0,0,,,,0,0,0
2022年7月28日,杭州,租房,157,117,10,0,0,5,12,26,2,0,2,0
2022年7月28日,呼和浩特,二手房,18,5,1,1,1,0,,,,0,0,0
2022年7月28日,临汾,二手房,73,21,2,2,1,1,,,,0,0,0
2022年7月28日,临沂,二手房,33,11,3,2,0.667,3,,,,0,0,0
2022年7月28日,南昌,二手房,49,24,3,2,0.667,0,2,,,0,0,0
2022年7月28日,南昌,租房,49,24,1,0,0,0,,,,0,0,0
2022年7月28日,南京,租房,30,28,1,1,1,0,1,,,0,0,0
2022年7月28日,青岛,二手房,59,25,2,1,0.5,1,,,,0,0,0
2022年7月28日,上海,二手房,145,96,3,3,1,3,1,,,0,0,0
2022年7月28日,苏州,二手房,134,70,3,2,0.667,1,1,,,0,0,0
2022年7月28日,苏州,租房,134,70,1,1,1,0,1,,,0,0,0
2022年7月28日,太原,二手房,107,45,2,2,1,0,3,,,0,0,0
2022年7月28日,太原,租房,107,45,2,2,1,1,5,5,,0,0,0
2022年7月28日,天津,二手房,190,82,5,4,0.8,0,1,,,0,0,0
2022年7月28日,天津,租房,190,82,2,2,1,1,3,,,0,0,0
2022年7月28日,无锡,二手房,17,8,1,1,1,0,,,,0,0,0
2022年7月28日,无锡,租房,17,8,1,1,1,0,,,,0,0,0
2022年7月28日,郑州,二手房,22,10,1,1,1,0,,,,0,0,0
2022年7月29日,北京,二手房,2947,1884,439,412,0.938,318,297,1,,0,0,0
2022年7月29日,北京,新房,2947,1884,26,0,0,18,,,,0,0,0
2022年7月29日,北京,租房,2947,1884,38,34,0.895,23,30,24,1,0,1,0
2022年7月29日,成都,二手房,81,41,2,2,1,2,,,,0,0,0
2022年7月29日,东莞,二手房,217,85,8,8,1,5,,,,0,0,0
2022年7月29日,杭州,二手房,80,66,1,0,0,0,1,,,0,0,0
2022年7月29日,临沂,二手房,5,5,1,1,1,0,,,,0,0,0
2022年7月29日,南昌,二手房,37,22,1,1,1,0,1,,,0,0,0
2022年7月29日,南京,二手房,56,37,2,2,1,2,1,,,0,0,0
2022年7月29日,南京,租房,56,37,2,2,1,0,2,,,0,0,0
2022年7月29日,青岛,二手房,32,18,2,2,1,2,,,,0,0,0
2022年7月29日,上海,二手房,114,76,1,1,1,0,,,,0,0,0
2022年7月29日,上海,租房,114,76,1,1,1,0,,,,0,0,0
2022年7月29日,苏州,二手房,145,77,4,4,1,1,1,,,0,0,0
2022年7月29日,太原,二手房,54,26,1,1,1,1,,,,0,0,0
2022年7月29日,太原,租房,54,26,2,1,0.5,0,,,,0,0,0
2022年7月29日,天津,二手房,58,41,3,1,0.333,0,1,1,,0,0,0
2022年7月29日,天津,新房,58,41,1,0,0,1,,,,0,0,0
2022年7月29日,西安咸阳,二手房,5,3,1,1,1,1,1,,,0,0,0
2022年7月29日,郑州,二手房,80,25,3,3,1,2,,,,0,0,0
2022年7月30日,北京,二手房,7948,4107,779,740,0.95,652,516,6,,0,0,0
2022年7月30日,北京,新房,7948,4107,84,0,0,77,1,,,0,0,0
2022年7月30日,北京,租房,7948,4107,87,85,0.977,73,84,19,5,0,5,0
2022年7月30日,常州,二手房,18,9,1,1,1,1,,,,0,0,0
2022年7月30日,成都,二手房,326,90,12,12,1,10,,,,0,0,0
2022年7月30日,成都,租房,326,90,2,2,1,2,,,,0,0,0
2022年7月30日,东莞,二手房,592,163,14,14,1,12,,,,0,0,0
2022年7月30日,东莞,租房,592,163,9,9,1,3,,,,0,0,0
2022年7月30日,杭州,二手房,331,136,5,0,0,3,1,,,0,0,0
2022年7月30日,杭州,租房,331,136,5,0,0,5,3,1,,0,0,0
2022年7月30日,临汾,二手房,36,20,2,2,1,2,1,,,0,0,0
2022年7月30日,临沂,二手房,57,13,2,2,1,2,,,,0,0,0
2022年7月30日,南昌,二手房,126,29,2,2,1,0,2,,,0,0,0
2022年7月30日,南昌,新房,126,29,1,0,0,1,,,,0,0,0
2022年7月30日,南京,二手房,187,36,2,2,1,1,4,6,,0,0,0
2022年7月30日,南京,新房,187,36,1,0,0,1,1,1,,0,0,0
2022年7月30日,南京,租房,187,36,2,2,1,0,1,,,0,0,0
2022年7月30日,青岛,二手房,111,20,3,3,1,2,,,,0,0,0
2022年7月30日,上海,二手房,455,141,24,23,0.958,20,6,,,0,0,0
2022年7月30日,上海,新房,455,141,1,0,0,1,,,,0,0,0
2022年7月30日,上海,租房,455,141,3,3,1,3,,,,0,0,0
2022年7月30日,苏州,二手房,197,97,6,6,1,5,4,,1,1,0,0
2022年7月30日,苏州,租房,197,97,1,0,0,0,,,,0,0,0
2022年7月30日,太原,二手房,39,21,2,2,1,2,1,,,0,0,0
2022年7月30日,太原,租房,39,21,1,1,1,1,,,,0,0,0
2022年7月30日,天津,二手房,319,102,13,11,0.846,6,1,2,,0,0,0
2022年7月30日,天津,租房,319,102,2,2,1,1,,,,0,0,0
2022年7月30日,无锡,二手房,34,14,1,1,1,1,,,,0,0,0
2022年7月30日,武汉,二手房,125,34,3,3,1,3,,,,0,0,0
2022年7月30日,武汉,租房,125,34,1,1,1,1,,,,0,0,0
2022年7月30日,西安咸阳,二手房,51,17,3,3,1,3,2,,,0,0,0
2022年7月30日,郑州,二手房,178,39,3,3,1,2,,,,0,0,0
2022年7月30日,郑州,新房,178,39,2,0,0,2,,,,0,0,0
2022年7月30日,郑州,租房,178,39,1,0,0,0,,,,0,0,0
2022年7月31日,北京,二手房,5921,3700,644,573,0.89,424,386,7,2,1,1,0
2022年7月31日,北京,新房,5921,3700,49,0,0,35,,,,0,0,0
2022年7月31日,北京,租房,5921,3700,68,64,0.941,44,33,17,1,0,1,0
2022年7月31日,常州,二手房,18,4,1,1,1,1,,,,0,0,0
2022年7月31日,成都,二手房,176,66,2,2,1,2,,,,0,0,0
2022年7月31日,东莞,二手房,398,144,13,11,0.846,7,,,,0,0,0
2022年7月31日,东莞,租房,398,144,3,3,1,1,,,,0,0,0
2022年7月31日,杭州,二手房,196,107,3,0,0,3,,,,0,0,0
2022年7月31日,杭州,租房,196,107,2,0,0,0,,,,0,0,0
2022年7月31日,临汾,二手房,47,27,4,4,1,4,,,,0,0,0
2022年7月31日,临沂,租房,37,12,1,1,1,1,,,,0,0,0
2022年7月31日,南昌,二手房,38,18,1,1,1,1,2,,,0,0,0
2022年7月31日,南京,二手房,87,50,5,4,0.8,4,3,6,,0,0,0
2022年7月31日,南京,租房,87,50,2,2,1,2,5,,,0,0,0
2022年7月31日,青岛,二手房,141,55,4,3,0.75,3,,,,0,0,0
2022年7月31日,青岛,租房,141,55,1,1,1,0,,,,0,0,0
2022年7月31日,上海,租房,188,103,1,1,1,1,,,,0,0,0
2022年7月31日,苏州,二手房,250,97,5,5,1,5,1,,,0,0,0
2022年7月31日,苏州,新房,250,97,2,0,0,2,,1,1,0,0,1
2022年7月31日,太原,二手房,130,57,6,6,1,2,13,9,,0,0,0
2022年7月31日,太原,新房,130,57,1,0,0,0,,,,0,0,0
2022年7月31日,太原,租房,130,57,2,2,1,1,1,1,,0,0,0
2022年7月31日,天津,二手房,175,70,4,2,0.5,2,,,,0,0,0
2022年7月31日,天津,新房,175,70,1,0,0,0,,,,0,0,0
2022年7月31日,天津,租房,175,70,2,1,0.5,0,4,2,,0,0,0
2022年7月31日,无锡,二手房,54,32,7,7,1,6,1,,,0,0,0
2022年7月31日,武汉,二手房,106,34,6,5,0.833,3,,,,0,0,0
2022年7月31日,西安咸阳,二手房,57,11,3,3,1,2,,,,0,0,0
2022年7月31日,郑州,二手房,47,22,2,2,1,1,,,,0,0,0
2022年7月31日,郑州,新房,47,22,1,0,0,1,,,,0,0,0
2022年8月1日,北京,二手房,2422,1608,238,214,0.899,163,152,,,0,0,0
2022年8月1日,北京,新房,2422,1608,25,0,0,21,,,,0,0,0
2022年8月1日,北京,租房,2422,1608,31,30,0.968,26,10,,,0,0,0
2022年8月1日,成都,二手房,128,43,3,3,1,3,,,,0,0,0
2022年8月1日,东莞,二手房,220,91,10,10,1,6,1,,,0,0,0
2022年8月1日,东莞,租房,220,91,2,2,1,0,,,,0,0,0
2022年8月1日,杭州,租房,116,72,1,0,0,0,2,2,1,0,1,0
2022年8月1日,临汾,二手房,17,11,3,3,1,3,,,,0,0,0
2022年8月1日,临沂,租房,1,1,1,1,1,1,,,,0,0,0
2022年8月1日,南昌,二手房,40,17,2,2,1,2,2,,,0,0,0
2022年8月1日,南京,二手房,43,39,1,1,1,1,1,,,0,0,0
2022年8月1日,青岛,二手房,29,18,2,2,1,2,,,,0,0,0
2022年8月1日,上海,二手房,131,83,1,1,1,1,3,,,0,0,0
2022年8月1日,苏州,二手房,81,52,1,1,1,1,,,,0,0,0
2022年8月1日,太原,租房,46,32,1,0,0,0,,,,0,0,0
2022年8月1日,天津,二手房,69,44,3,3,1,0,,,,0,0,0
2022年8月1日,天津,新房,69,44,1,0,0,0,,,,0,0,0
2022年8月1日,天津,租房,69,44,1,1,1,0,,,,0,0,0
2022年8月1日,无锡,租房,8,7,1,1,1,1,4,1,1,0,1,0
2022年8月1日,武汉,二手房,44,22,2,2,1,2,,,,0,0,0
2022年8月1日,武汉,租房,44,22,2,2,1,2,,,,0,0,0
2022年8月1日,西安咸阳,二手房,48,13,3,3,1,2,,,,0,0,0
2022年8月1日,郑州,二手房,44,18,3,2,0.667,3,,,,0,0,0
2022年8月2日,北京,二手房,1441,846,98,93,0.949,80,69,4,,0,0,0
2022年8月2日,北京,新房,1441,846,18,0,0,15,,,,0,0,0
2022年8月2日,北京,租房,1441,846,19,19,1,15,11,8,1,0,1,0
2022年8月2日,成都,二手房,99,27,1,1,1,1,,,,0,0,0
2022年8月2日,成都,租房,99,27,1,1,1,0,,,,0,0,0
2022年8月2日,东莞,二手房,71,39,3,3,1,2,,,,0,0,0
2022年8月2日,东莞,租房,71,39,1,0,0,0,,,,0,0,0
2022年8月2日,南昌,二手房,7,5,1,1,1,1,1,,,0,0,0
2022年8月2日,南京,二手房,80,46,2,2,1,2,3,,,0,0,0
2022年8月2日,南京,租房,80,46,1,1,1,1,1,,,0,0,0
2022年8月2日,上海,二手房,137,94,1,0,0,0,,,,0,0,0
2022年8月2日,苏州,二手房,62,51,2,1,0.5,0,,,,0,0,0
2022年8月2日,苏州,新房,62,51,2,0,0,0,4,2,,0,0,0
2022年8月2日,天津,二手房,29,23,3,3,1,0,1,3,1,1,0,0
2022年8月2日,天津,租房,29,23,1,1,1,0,2,5,,0,0,0
2022年8月2日,武汉,二手房,24,16,2,2,1,2,,,,0,0,0
2022年8月2日,西安咸阳,二手房,33,8,1,1,1,0,1,,,0,0,0
2022年8月3日,北京,二手房,270,207,12,11,0.917,8,8,,,0,0,0
2022年8月3日,北京,租房,270,207,7,7,1,2,25,50,4,0,4,0
2022年8月3日,赤峰,二手房,2,2,1,1,1,1,,,,0,0,0
2022年8月3日,东莞,二手房,12,5,2,2,1,2,,,,0,0,0
2022年8月3日,临汾,租房,5,3,1,1,1,0,1,,,0,0,0
2022年8月3日,南京,二手房,35,30,1,1,1,1,2,,,0,0,0
2022年8月3日,南京,租房,35,30,2,2,1,2,7,2,,0,0,0
2022年8月3日,苏州,二手房,57,49,1,1,1,1,5,,,0,0,0
2022年8月3日,太原,租房,35,28,3,2,0.667,0,,1,,0,0,0
2022年8月3日,无锡,二手房,3,3,1,0,0,0,,,,0,0,0
2022年8月4日,北京,二手房,951,517,93,87,0.935,80,72,,,0,0,0
2022年8月4日,北京,新房,951,517,1,0,0,1,,,,0,0,0
2022年8月4日,北京,租房,951,517,6,6,1,2,15,16,,0,0,0
2022年8月4日,成都,二手房,36,22,2,2,1,2,,,,0,0,0
2022年8月4日,东莞,二手房,87,31,5,5,1,4,,,,0,0,0
2022年8月4日,南昌,二手房,35,12,1,1,1,1,1,,,0,0,0
2022年8月4日,南京,二手房,64,38,2,2,1,1,1,,,0,0,0
2022年8月4日,南京,租房,64,38,1,1,1,0,2,,,0,0,0
2022年8月4日,苏州,二手房,70,41,2,2,1,1,2,,,0,0,0
2022年8月4日,武汉,二手房,36,12,1,0,0,0,,,,0,0,0
2022年8月5日,北京,二手房,631,492,68,63,0.926,54,50,,,0,0,0
2022年8月5日,北京,新房,631,492,3,0,0,3,,,,0,0,0
2022年8月5日,北京,租房,631,492,17,16,0.941,10,24,15,2,0,2,0
2022年8月5日,成都,二手房,50,27,1,1,1,1,,,,0,0,0
2022年8月5日,成都,租房,50,27,3,1,0.333,2,,,,0,0,0
2022年8月5日,东莞,二手房,135,37,5,4,0.8,5,,,,0,0,0
2022年8月5日,南京,二手房,26,20,1,1,1,0,1,,,0,0,0
2022年8月5日,上海,二手房,114,77,3,3,1,1,,,,0,0,0
2022年8月5日,上海,租房,114,77,1,1,1,0,1,,1,0,1,0
2022年8月5日,太原,二手房,237,151,21,12,0.571,10,8,2,1,0,1,0
2022年8月5日,太原,新房,237,151,1,0,0,0,,,,0,0,0
2022年8月5日,太原,租房,237,151,15,10,0.667,7,19,12,2,0,2,0
2022年8月5日,无锡,二手房,4,3,1,1,1,0,,,,0,0,0
2022年8月6日,北京,二手房,1323,702,134,121,0.903,119,101,,,0,0,0
2022年8月6日,北京,新房,1323,702,7,0,0,6,,,,0,0,0
2022年8月6日,北京,租房,1323,702,16,14,0.875,8,20,28,,0,0,0
2022年8月6日,成都,二手房,102,46,7,7,1,7,,,,0,0,0
2022年8月6日,成都,租房,102,46,1,1,1,1,,,,0,0,0
2022年8月6日,东莞,二手房,101,22,4,4,1,4,,,,0,0,0
2022年8月6日,东莞,租房,101,22,2,2,1,2,,,,0,0,0
2022年8月6日,杭州,二手房,91,77,1,0,0,0,,,,0,0,0
2022年8月6日,杭州,租房,91,77,1,0,0,0,7,9,1,0,1,0
2022年8月6日,临沂,二手房,16,8,2,2,1,2,,,,0,0,0
2022年8月6日,南京,二手房,25,24,1,1,1,1,3,6,1,0,1,0
2022年8月6日,上海,二手房,124,85,2,0,0,2,,,,0,0,0
2022年8月6日,苏州,二手房,94,56,2,2,1,2,,,,0,0,0
2022年8月6日,苏州,租房,94,56,1,1,1,1,,,,0,0,0
2022年8月6日,太原,二手房,75,56,2,2,1,1,1,,,0,0,0
2022年8月6日,太原,新房,75,56,1,0,0,0,,,,0,0,0
2022年8月6日,太原,租房,75,56,3,2,0.667,1,4,2,,0,0,0
2022年8月6日,天津,二手房,39,22,3,3,1,2,,,,0,0,0
2022年8月6日,无锡,二手房,26,14,3,3,1,3,,,,0,0,0
2022年8月6日,武汉,二手房,38,10,2,2,1,2,,,,0,0,0
2022年8月6日,西安咸阳,二手房,9,1,1,1,1,1,,,,0,0,0
2022年8月6日,郑州,二手房,36,12,4,3,0.75,4,,,,0,0,0
2022年8月7日,北京,二手房,729,401,36,32,0.889,36,24,,,0,0,0
2022年8月7日,北京,新房,729,401,8,0,0,7,,,,0,0,0
2022年8月7日,北京,租房,729,401,11,9,0.818,7,17,6,2,0,2,0
2022年8月7日,成都,二手房,74,44,3,2,0.667,3,,,,0,0,0
2022年8月7日,东莞,二手房,44,17,3,2,0.667,2,,,,0,0,0
2022年8月7日,东莞,租房,44,17,1,1,1,1,,,,0,0,0
2022年8月7日,临沂,二手房,1,1,1,1,1,1,,,,0,0,0
